Date,HIGQ,LOWQ,HIGN,LOWN
2017-07-06,39,21,24,42
2017-07-07,34,33,56,60
2017-07-10,45,39,75,46
2017-07-11,49,37,60,37
2017-07-12,87,30,144,13
2017-07-13,62,23,86,13
2017-07-14,66,22,122,7
2017-07-17,71,15,104,9
2017-07-18,69,15,77,19
2017-07-19,101,14,145,15
2017-07-20,89,18,159,7
2017-07-21,91,26,114,10
2017-07-24,71,30,109,18
2017-07-25,129,19,183,9
2017-07-26,121,15,120,8
2017-07-27,120,22,124,21
2017-07-28,47,29,60,20
2017-07-31,64,31,87,20
2017-08-01,71,38,113,25
2017-08-02,56,47,92,49
2017-08-03,60,48,91,58
2017-08-04,63,45,97,48
2017-08-07,72,46,83,43
2017-08-08,85,49,106,52
2017-08-09,30,77,54,65
2017-08-10,28,90,42,94
2017-08-11,27,80,15,110
2017-08-14,54,39,49,36
2017-08-15,48,68,51,94
2017-08-16,47,50,75,72
2017-08-17,24,84,43,109
2017-08-18,21,88,31,123
2017-08-21,23,83,40,106
2017-08-22,36,40,73,31
2017-08-23,41,56,68,40
2017-08-24,36,32,69,31
2017-08-25,46,24,80,16
2017-08-28,53,30,61,43
2017-08-29,62,40,49,50
2017-08-30,85,32,56,34
2017-08-31,119,12,105,17
2017-09-01,121,16,130,12
2017-09-05,96,37,93,23
2017-09-06,80,33,87,17
2017-09-07,86,40,97,31
2017-09-08,86,37,107,38
2017-09-11,119,15,177,5
2017-09-12,108,16,132,3
2017-09-13,94,11,84,3
2017-09-14,89,14,78,2
2017-09-15,87,15,92,2
2017-09-18,151,13,135,7
2017-09-19,127,20,129,15
2017-09-20,123,13,142,15
2017-09-21,96,15,111,11
2017-09-22,99,13,120,12
2017-09-25,97,15,103,10
2017-09-26,122,17,115,6
2017-09-27,237,18,165,12
2017-09-28,185,14,127,11
2017-09-29,207,13,149,9
2017-10-02,255,12,209,14
2017-10-03,263,10,248,4
2017-10-04,197,13,198,5
2017-10-05,185,10,199,3
2017-10-06,150,9,144,8
2017-10-09,151,15,141,13
2017-10-10,159,14,161,9
2017-10-11,154,21,147,7
2017-10-12,147,25,162,19
2017-10-13,125,32,217,22
2017-10-16,126,23,164,19
2017-10-17,80,25,105,17
2017-10-18,97,18,140,15
2017-10-19,60,20,104,21
2017-10-20,181,13,215,21
2017-10-23,109,22,170,28
2017-10-24,97,31,170,36
2017-10-25,87,45,111,62
2017-10-26,118,40,167,47
2017-10-27,155,56,162,55
2017-10-30,86,39,110,32
2017-10-31,129,34,145,41
2017-11-01,113,40,177,39
2017-11-02,103,56,142,67
2017-11-03,117,55,121,57
2017-11-06,117,43,142,44
2017-11-07,96,60,139,50
2017-11-08,79,69,99,59
2017-11-09,63,64,70,39
2017-11-10,68,39,62,35
2017-11-13,62,52,86,52
2017-11-14,61,59,103,57
2017-11-15,45,54,70,70
2017-11-16,108,24,104,23
2017-11-17,93,14,88,14
2017-11-20,115,17,128,22
2017-11-21,170,18,201,16
2017-11-22,135,12,139,11
2017-11-24,102,16,125,9
2017-11-27,112,12,116,19
2017-11-28,128,15,191,29
2017-11-29,210,14,269,29
2017-11-30,187,13,258,27
2017-12-01,79,20,125,11
2017-12-04,180,18,251,10
2017-12-05,62,32,67,17
2017-12-06,38,50,39,24
2017-12-07,57,33,57,31
2017-12-08,68,23,84,15
2017-12-11,63,22,90,12
2017-12-12,60,24,91,12
2017-12-13,66,17,117,12
2017-12-14,58,28,69,28
2017-12-15,80,28,100,20
2017-12-18,150,14,223,6
2017-12-19,93,21,137,17
2017-12-20,73,18,120,17
2017-12-21,79,8,155,21
2017-12-22,53,15,92,11
2017-12-26,81,9,132,9
2017-12-27,70,10,107,13
2017-12-28,65,16,107,12
2017-12-29,75,21,134,8
2018-01-02,92,13,149,15
2018-01-03,110,9,179,19
2018-01-04,117,12,239,20
2018-01-05,116,9,204,22
2018-01-08,130,20,206,16
2018-01-09,129,21,237,26
2018-01-10,91,27,144,42
2018-01-11,176,13,240,21
2018-01-12,215,10,337,33
2018-01-16,238,21,334,24
2018-01-17,112,24,160,27
2018-01-18,125,20,161,37
2018-01-19,170,23,221,32
2018-01-22,204,12,239,14
2018-01-23,224,10,244,11
2018-01-24,193,13,295,9
2018-01-25,120,10,234,19
2018-01-26,159,15,254,20
2018-01-29,151,21,217,50
2018-01-30,43,34,44,67
2018-01-31,87,40,82,58
2018-02-01,77,54,73,65
2018-02-02,51,82,36,117
2018-02-05,19,125,13,178
2018-02-06,22,155,5,219
2018-02-07,27,35,19,28
2018-02-08,24,72,15,143
2018-02-09,16,137,4,203
2018-02-12,24,25,8,63
2018-02-13,23,35,16,21
2018-02-14,43,34,31,31
2018-02-15,71,25,60,14
2018-02-16,75,13,67,7
2018-02-20,80,16,53,13
2018-02-21,94,21,68,36
2018-02-22,61,33,27,43
2018-02-23,70,43,37,21
2018-02-26,104,19,80,15
2018-02-27,89,34,84,37
2018-02-28,58,62,42,92
2018-03-01,37,69,9,117
2018-03-02,63,51,22,101
2018-03-05,104,25,43,26
2018-03-06,119,15,76,18
2018-03-07,136,16,88,26
2018-03-08,146,13,98,23
2018-03-09,193,7,118,17
2018-03-12,209,11,130,11
2018-03-13,169,11,86,13
2018-03-14,61,19,44,24
2018-03-15,72,40,24,69
2018-03-16,104,29,35,32
2018-03-19,62,38,25,53
2018-03-20,67,46,35,54
2018-03-21,87,26,52,36
2018-03-22,34,38,17,65
2018-03-23,20,62,13,114
2018-03-26,38,64,21,84
2018-03-27,44,54,29,56
2018-03-28,23,59,10,53
2018-03-29,38,45,26,24
2018-04-02,16,88,11,80
2018-04-03,24,49,15,47
2018-04-04,34,54,24,39
2018-04-05,56,23,48,6
2018-04-06,37,36,24,27
2018-04-09,24,32,20,24
2018-04-10,44,22,40,12
2018-04-11,44,15,36,14
2018-04-12,65,14,45,17
2018-04-13,47,21,38,16
2018-04-16,64,17,55,9
2018-04-17,103,14,95,8
2018-04-18,104,13,128,8
2018-04-19,68,23,71,30
2018-04-20,45,28,40,45
2018-04-23,64,41,50,46
2018-04-24,67,50,60,41
2018-04-25,45,55,20,39
2018-04-26,62,27,47,36
2018-04-27,53,37,51,27
2018-04-30,56,28,60,37
2018-05-01,43,50,28,70
2018-05-02,78,31,62,47
2018-05-03,52,57,46,90
2018-05-04,88,29,64,41
2018-05-07,109,15,94,31
2018-05-08,109,33,66,34
2018-05-09,154,38,138,33
2018-05-10,159,23,131,16
2018-05-11,127,28,106,15
2018-05-14,116,17,101,15
2018-05-15,80,21,57,47
2018-05-16,118,27,114,19
2018-05-17,142,21,130,21
2018-05-18,135,21,105,33
2018-05-21,172,17,171,27
2018-05-22,146,19,121,11
2018-05-23,79,24,30,27
2018-05-24,102,21,53,23
2018-05-25,104,14,63,29
2018-05-29,93,30,45,53
2018-05-30,183,28,138,26
2018-05-31,133,32,90,47
2018-06-01,171,21,97,30
2018-06-04,209,19,146,20
2018-06-05,220,21,153,35
2018-06-06,265,9,171,33
2018-06-07,226,12,152,38
2018-06-08,136,7,100,16
2018-06-11,152,14,124,13
2018-06-12,147,13,109,10
2018-06-13,159,16,93,15
2018-06-14,155,19,83,19
2018-06-15,143,29,68,39
2018-06-18,156,26,94,41
2018-06-19,127,24,57,37
2018-06-20,199,17,109,20
2018-06-21,132,25,72,36
2018-06-22,125,25,81,18
2018-06-25,67,35,35,59
2018-06-26,71,32,39,39
2018-06-27,56,47,51,79
2018-06-28,46,66,28,102
2018-06-29,50,36,34,35
2018-07-02,50,35,27,63
2018-07-03,76,21,49,12
2018-07-05,82,11,53,17
2018-07-06,129,9,102,12
2018-07-09,133,10,106,5
2018-07-10,108,12,110,7
2018-07-11,66,24,43,15
2018-07-12,95,21,78,18
2018-07-13,87,16,89,16
2018-07-16,63,22,44,25
2018-07-17,86,19,58,11
2018-07-18,99,21,62,20
2018-07-19,93,25,69,25
2018-07-20,108,24,73,18
2018-07-23,104,37,68,20
2018-07-24,118,36,75,23
2018-07-25,69,56,80,35
2018-07-26,106,39,121,20
2018-07-27,64,54,64,20
2018-07-30,25,55,37,20
2018-07-31,38,50,69,19
2018-08-01,61,53,66,27
2018-08-02,91,62,78,43
2018-08-03,77,42,93,22
2018-08-06,75,34,83,21
2018-08-07,104,37,103,26
2018-08-08,76,47,76,33
2018-08-09,96,38,100,25
2018-08-10,75,67,62,64
2018-08-13,56,56,42,87
2018-08-14,80,42,71,51
2018-08-15,58,77,46,106
2018-08-16,78,41,76,37
2018-08-17,79,46,91,34
2018-08-20,112,32,116,19
2018-08-21,148,17,139,10
2018-08-22,104,9,93,14
2018-08-23,123,20,85,32
2018-08-24,138,16,100,23
2018-08-27,150,22,126,8
2018-08-28,101,18,95,16
2018-08-29,111,14,121,18
2018-08-30,92,27,93,33
2018-08-31,118,19,75,28
2018-09-04,146,30,112,58
2018-09-05,98,34,82,68
2018-09-06,86,46,96,60
2018-09-07,97,43,75,72
2018-09-10,104,43,85,48
2018-09-11,102,70,81,78
2018-09-12,74,55,82,39
2018-09-13,115,29,122,37
2018-09-14,116,36,103,31
2018-09-17,54,46,76,25
2018-09-18,61,44,78,20
2018-09-19,54,22,64,18
2018-09-20,55,14,76,6
