Date,HIGQ,LOWQ,HIGN,LOWN
2010-02-11,86,21,42,6
2010-02-12,85,18,50,4
2010-02-16,107,7,101,2
2010-02-17,124,9,110,2
2010-02-18,121,12,116,1
2010-02-19,161,13,139,1
2010-02-22,148,11,140,2
2010-02-23,99,9,73,3
2010-02-24,126,13,77,5
2010-02-25,118,16,65,7
2010-02-26,115,10,109,3
2010-03-01,195,15,214,2
2010-03-02,234,9,232,2
2010-03-03,213,10,222,2
2010-03-04,150,4,144,1
2010-03-05,263,7,297,1
2010-03-08,263,10,327,1
2010-03-09,214,5,288,2
2010-03-10,236,5,273,2
2010-03-11,221,7,206,2
2010-03-12,227,3,324,2
2010-03-15,177,10,185,2
2010-03-16,212,11,301,2
2010-03-17,281,7,419,2
2010-03-18,187,14,231,2
2010-03-19,190,10,197,4
2010-03-22,186,12,192,6
2010-03-23,257,8,265,4
2010-03-24,160,9,187,4
2010-03-25,220,9,283,3
2010-03-26,103,13,109,3
2010-03-29,113,12,155,1
2010-03-30,133,16,200,2
2010-03-31,125,18,142,3
2010-04-01,156,10,228,3
2010-04-05,230,10,391,2
2010-04-06,229,9,396,1
2010-04-07,194,7,271,1
2010-04-08,151,8,176,2
2010-04-09,195,11,281,2
2010-04-12,238,9,340,2
2010-04-13,191,12,254,2
2010-04-14,355,6,491,2
2010-04-15,369,16,443,1
2010-04-16,207,13,185,2
2010-04-19,128,18,78,2
2010-04-20,209,11,267,2
2010-04-21,282,13,341,1
2010-04-22,301,14,390,3
2010-04-23,353,10,547,2
2010-04-26,391,8,567,2
2010-04-27,173,12,157,4
2010-04-28,119,17,73,6
2010-04-29,223,12,258,6
2010-04-30,190,17,274,6
2010-05-03,129,20,194,7
2010-05-04,69,34,47,18
2010-05-05,57,37,31,25
2010-05-06,56,85,42,68
2010-05-07,26,49,8,25
2010-05-10,40,13,31,4
2010-05-11,78,26,46,8
2010-05-12,145,14,86,7
2010-05-13,131,14,96,6
2010-05-14,40,26,15,9
2010-05-17,53,36,30,10
2010-05-18,75,27,41,8
2010-05-19,32,48,7,21
2010-05-20,27,91,6,54
2010-05-21,22,86,8,53
2010-05-24,28,49,7,20
2010-05-25,20,108,7,68
2010-05-26,41,41,13,10
2010-05-27,53,18,14,5
2010-05-28,60,32,19,4
2010-06-01,49,45,16,27
2010-06-02,42,46,19,16
2010-06-03,70,20,45,7
2010-06-04,32,68,14,30
2010-06-07,23,94,11,61
2010-06-08,33,120,8,82
2010-06-09,36,82,18,25
2010-06-10,36,52,22,8
2010-06-11,56,30,33,8
2010-06-14,75,21,69,2
2010-06-15,63,23,60,2
2010-06-16,84,18,65,3
2010-06-17,69,19,60,8
2010-06-18,76,13,63,5
2010-06-21,94,27,118,2
2010-06-22,53,34,28,6
2010-06-23,33,44,11,14
2010-06-24,39,66,8,24
2010-06-25,62,72,22,29
2010-06-28,47,49,30,13
2010-06-29,22,114,9,71
2010-06-30,34,103,11,73
2010-07-01,28,153,8,111
2010-07-02,31,93,10,59
2010-07-06,28,126,19,63
2010-07-07,23,92,23,38
2010-07-08,25,38,40,12
2010-07-09,41,30,48,6
2010-07-12,45,34,42,11
2010-07-13,52,19,62,6
2010-07-14,77,20,55,7
2010-07-15,55,29,48,11
2010-07-16,32,59,22,23
2010-07-19,35,61,34,34
2010-07-20,38,54,54,30
2010-07-21,48,43,74,19
2010-07-22,63,27,82,11
2010-07-23,100,27,91,7
2010-07-26,149,17,141,8
2010-07-27,114,15,154,6
2010-07-28,46,19,38,7
2010-07-29,61,27,52,11
2010-07-30,56,30,34,12
2010-08-02,98,14,125,3
2010-08-03,84,23,67,7
2010-08-04,73,21,93,10
2010-08-05,72,26,76,11
2010-08-06,62,39,46,14
2010-08-09,85,21,99,9
2010-08-10,52,45,66,19
2010-08-11,25,95,5,39
2010-08-12,26,110,8,61
2010-08-13,36,88,11,46
2010-08-16,43,95,13,60
2010-08-17,51,37,45,14
2010-08-18,60,35,43,16
2010-08-19,37,97,23,50
2010-08-20,44,94,13,68
2010-08-23,54,89,32,51
2010-08-24,29,165,7,131
2010-08-25,26,137,14,115
2010-08-26,37,56,23,29
2010-08-27,43,67,35,56
2010-08-30,56,74,29,29
2010-08-31,43,117,28,70
2010-09-01,70,31,89,6
2010-09-02,77,23,92,8
2010-09-03,104,14,142,1
2010-09-07,55,20,62,8
2010-09-08,92,31,79,5
2010-09-09,95,28,100,11
2010-09-10,62,33,73,3
2010-09-13,113,18,152,4
2010-09-14,108,20,136,1
2010-09-15,102,19,83,5
2010-09-16,93,21,71,5
2010-09-17,106,26,119,10
2010-09-20,164,15,209,6
2010-09-21,142,16,154,6
2010-09-22,83,21,87,8
2010-09-23,73,30,46,12
2010-09-24,138,15,137,5
2010-09-27,127,14,138,6
2010-09-28,151,16,115,7
2010-09-29,142,18,128,4
2010-09-30,138,25,190,6
2010-10-01,113,18,140,4
2010-10-04,64,22,91,4
2010-10-05,177,10,223,7
2010-10-06,129,11,191,4
2010-10-07,117,15,177,2
2010-10-08,137,15,182,2
2010-10-11,152,12,211,1
2010-10-12,115,15,123,1
2010-10-13,224,8,358,1
2010-10-14,156,17,203,3
2010-10-15,191,14,207,6
2010-10-18,145,15,164,4
2010-10-19,81,8,87,6
2010-10-20,104,14,182,6
2010-10-21,137,19,234,7
2010-10-22,112,22,90,1
2010-10-25,188,15,268,5
2010-10-26,119,23,102,10
2010-10-27,103,21,63,8
2010-10-28,124,24,136,8
2010-10-29,128,24,125,8
2010-11-01,166,26,186,12
2010-11-02,165,20,211,6
2010-11-03,166,15,197,5
2010-11-04,323,22,481,3
2010-11-05,249,15,402,4
2010-11-08,213,10,224,6
2010-11-09,179,9,262,3
2010-11-10,131,15,99,3
2010-11-11,123,18,115,8
2010-11-12,74,24,34,6
2010-11-15,95,24,51,6
2010-11-16,45,32,16,17
2010-11-17,58,29,20,13
2010-11-18,110,20,100,7
2010-11-19,105,23,82,15
2010-11-22,127,26,113,16
2010-11-23,65,33,37,18
2010-11-24,197,22,150,8
2010-11-26,142,26,80,10
2010-11-29,105,38,66,16
2010-11-30,95,45,79,18
2010-12-01,239,31,263,5
2010-12-02,227,29,273,3
2010-12-03,226,19,272,5
2010-12-06,237,15,263,6
2010-12-07,348,20,421,6
2010-12-08,182,13,133,3
2010-12-09,205,14,154,6
2010-12-10,259,17,200,4
2010-12-13,275,12,278,4
2010-12-14,164,14,189,3
2010-12-15,178,18,159,6
2010-12-16,191,19,125,6
2010-12-17,218,21,181,7
2010-12-20,237,14,213,7
2010-12-21,222,8,253,5
2010-12-22,217,12,227,3
2010-12-23,138,7,155,3
2010-12-27,155,4,105,2
2010-12-28,146,7,129,3
2010-12-29,149,7,191,2
2010-12-30,141,10,155,1
2010-12-31,96,6,121,1
2011-01-03,290,5,362,2
2011-01-04,147,2,179,3
2011-01-05,150,3,157,4
2011-01-06,187,3,175,4
2011-01-07,138,5,130,5
2011-01-10,157,6,114,5
2011-01-11,231,6,212,6
2011-01-12,224,4,287,4
2011-01-13,200,5,221,4
2011-01-14,225,8,220,4
2011-01-18,258,6,288,2
2011-01-19,142,7,167,3
2011-01-20,37,11,43,7
2011-01-21,65,17,71,9
2011-01-24,80,13,117,9
2011-01-25,72,14,102,8
2011-01-26,141,11,230,6
2011-01-27,148,7,235,9
2011-01-28,108,24,143,15
2011-01-31,75,29,119,13
2011-02-01,176,16,288,6
2011-02-02,162,15,243,7
2011-02-03,144,11,158,6
2011-02-04,168,16,180,6
2011-02-07,234,11,302,4
2011-02-08,168,8,234,6
2011-02-09,157,14,194,6
2011-02-10,179,21,171,10
2011-02-11,223,19,289,5
2011-02-14,267,11,311,6
2011-02-15,151,19,191,7
2011-02-16,192,24,312,5
2011-02-17,198,12,324,7
2011-02-18,244,12,322,4
2011-02-22,99,24,132,13
2011-02-23,48,30,51,20
2011-02-24,58,27,64,13
2011-02-25,101,14,130,10
2011-02-28,146,12,249,7
2011-03-01,99,20,180,12
2011-03-02,60,26,63,12
2011-03-03,155,14,207,5
2011-03-04,101,16,147,7
2011-03-07,111,24,147,14
2011-03-08,99,22,123,8
2011-03-09,93,25,142,7
2011-03-10,93,25,142,7
2011-03-11,35,44,33,10
2011-03-14,35,48,32,14
2011-03-15,26,90,21,44
2011-03-16,35,47,25,27
2011-03-17,38,39,26,19
2011-03-18,52,31,57,16
2011-03-21,95,22,123,6
2011-03-22,76,27,94,6
2011-03-23,79,31,76,10
2011-03-24,116,21,119,7
2011-03-25,154,14,190,7
2011-03-28,111,21,116,8
2011-03-29,103,18,111,6
2011-03-30,194,12,267,4
2011-03-31,191,19,223,7
2011-04-01,242,19,383,6
2011-04-04,224,24,261,9
2011-04-05,187,25,277,9
2011-04-06,197,12,289,6
2011-04-07,120,13,138,6
2011-04-08,74,13,142,8
2011-04-11,61,22,91,12
2011-04-12,29,30,26,13
2011-04-13,48,31,43,11
2011-04-14,51,31,50,13
2011-04-15,80,17,94,9
2011-04-18,44,27,18,23
2011-04-19,68,18,50,21
2011-04-20,128,16,174,10
2011-04-21,130,17,202,7
2011-04-25,113,10,166,8
2011-04-26,145,14,288,3
2011-04-27,135,13,269,7
2011-04-28,160,18,318,6
2011-04-29,190,14,303,10
2011-05-02,161,15,297,11
2011-05-03,61,29,103,15
2011-05-04,57,37,71,22
2011-05-05,53,31,67,24
2011-05-06,69,27,92,9
2011-05-09,83,27,75,13
2011-05-10,138,17,182,11
2011-05-11,94,23,96,9
2011-05-12,120,31,135,23
2011-05-13,95,27,129,14
2011-05-16,40,43,63,26
2011-05-17,31,56,47,28
2011-05-18,53,34,85,13
2011-05-19,85,26,124,14
2011-05-20,58,38,62,15
2011-05-23,44,58,11,25
2011-05-24,48,56,28,24
2011-05-25,45,48,23,31
2011-05-26,74,40,47,27
2011-05-27,94,30,92,4
2011-05-31,137,33,169,7
2011-06-01,82,54,72,25
2011-06-02,30,51,24,32
2011-06-03,30,68,11,34
2011-06-06,33,95,8,43
2011-06-07,25,87,19,38
2011-06-08,24,108,18,63
2011-06-09,32,83,16,49
2011-06-10,25,109,11,59
2011-06-13,37,87,13,58
2011-06-14,36,42,23,13
2011-06-15,16,68,11,41
2011-06-16,18,67,7,47
2011-06-17,34,69,17,34
2011-06-20,33,62,28,37
2011-06-21,65,15,57,16
2011-06-22,67,17,55,16
2011-06-23,43,45,13,31
2011-06-24,65,32,26,25
2011-06-27,73,29,32,30
2011-06-28,107,11,62,11
2011-06-29,96,17,84,8
2011-06-30,106,24,112,6
2011-07-01,157,12,173,5
2011-07-05,154,10,180,7
2011-07-06,145,16,168,11
2011-07-07,230,9,292,8
2011-07-08,81,14,45,12
2011-07-11,51,15,24,23
2011-07-12,55,12,40,33
2011-07-13,89,10,55,19
2011-07-14,60,17,42,35
2011-07-15,40,20,42,36
2011-07-18,37,46,26,73
2011-07-19,79,15,71,23
2011-07-20,76,21,89,18
2011-07-21,100,14,164,19
2011-07-22,82,8,94,13
2011-07-25,42,15,60,21
2011-07-26,35,24,43,30
2011-07-27,20,53,25,57
2011-07-28,22,59,27,54
2011-07-29,26,74,10,92
2011-08-01,41,71,31,61
2011-08-02,32,98,20,107
2011-08-03,27,136,13,170
2011-08-04,13,202,6,253
2011-08-05,5,274,1,328
2011-08-08,4,450,1,550
2011-08-09,10,367,2,408
2011-08-10,4,163,5,151
2011-08-11,7,108,8,106
2011-08-12,8,45,7,15
2011-08-15,13,28,12,4
2011-08-16,5,39,8,14
2011-08-17,6,43,11,13
2011-08-18,2,190,2,174
2011-08-19,6,242,3,232
2011-08-22,9,183,7,204
2011-08-23,7,99,7,140
2011-08-24,11,38,14,26
2011-08-25,10,35,10,41
2011-08-26,10,78,6,82
2011-08-29,26,14,28,7
2011-08-30,22,14,35,3
2011-08-31,24,5,39,4
2011-09-01,15,18,31,8
2011-09-02,8,72,3,37
2011-09-06,15,174,6,159
2011-09-07,18,20,10,10
2011-09-08,23,35,26,18
2011-09-09,7,137,4,120
2011-09-12,9,157,1,191
2011-09-13,8,45,9,30
2011-09-14,29,36,26,26
2011-09-15,23,33,26,10
2011-09-16,33,25,37,10
2011-09-19,23,52,18,41
2011-09-20,34,68,57,52
2011-09-21,10,186,11,195
2011-09-22,10,370,2,505
2011-09-23,3,117,2,178
2011-09-26,6,99,4,129
2011-09-27,18,26,16,14
2011-09-28,9,71,4,64
2011-09-29,6,122,6,113
2011-09-30,3,148,10,183
2011-10-03,4,389,6,544
2011-10-04,6,474,4,725
2011-10-05,5,41,5,22
2011-10-06,5,29,7,9
2011-10-07,10,42,11,17
2011-10-10,16,34,16,6
2011-10-11,19,25,13,2
2011-10-12,23,17,17,2
2011-10-13,13,14,5,4
2011-10-14,29,12,21,4
2011-10-17,20,25,12,8
2011-10-18,27,28,26,10
2011-10-19,35,21,47,8
2011-10-20,17,36,10,18
2011-10-21,37,16,60,8
2011-10-24,63,9,82,2
2011-10-25,30,15,27,3
2011-10-26,33,30,43,5
2011-10-27,116,18,169,4
2011-10-28,59,16,67,4
2011-10-31,23,16,40,6
2011-11-01,11,31,7,25
2011-11-02,22,18,16,6
2011-11-03,42,38,44,8
2011-11-04,37,22,20,9
2011-11-07,37,37,37,10
2011-11-08,53,28,55,8
2011-11-09,11,51,10,23
2011-11-10,12,52,14,24
2011-11-11,30,22,43,8
2011-11-14,37,36,28,11
2011-11-15,43,37,33,16
2011-11-16,37,41,29,24
2011-11-17,21,63,6,40
2011-11-18,15,47,7,31
2011-11-21,15,100,5,79
2011-11-22,12,87,5,69
2011-11-23,6,134,1,129
2011-11-25,5,122,3,106
2011-11-28,14,36,9,21
2011-11-29,22,48,14,30
2011-11-30,59,27,59,9
2011-12-01,41,28,67,9
2011-12-02,43,21,54,4
2011-12-05,64,12,64,2
2011-12-06,38,26,28,6
2011-12-07,30,28,32,8
2011-12-08,19,37,13,15
2011-12-09,48,35,35,14
2011-12-12,18,43,11,28
2011-12-13,40,53,31,44
2011-12-14,9,89,8,72
2011-12-15,18,70,17,39
2011-12-16,35,62,31,43
2011-12-19,33,92,32,72
2011-12-20,51,34,61,10
2011-12-21,51,37,79,19
2011-12-22,59,22,97,12
2011-12-23,36,13,92,5
2011-12-27,61,25,123,12
2011-12-28,28,36,54,25
2011-12-29,33,36,63,20
2011-12-30,36,28,59,10
2012-01-03,77,17,126,3
2012-01-04,17,14,28,5
2012-01-05,37,16,37,10
2012-01-06,40,18,33,10
2012-01-09,56,29,33,14
2012-01-10,89,20,76,6
2012-01-11,51,14,43,10
2012-01-12,58,11,61,11
2012-01-13,43,20,30,17
2012-01-17,72,14,79,22
2012-01-18,69,11,75,18
2012-01-19,72,4,92,17
2012-01-20,59,8,60,13
2012-01-23,51,3,59,3
2012-01-24,54,9,41,9
2012-01-25,79,7,74,6
2012-01-26,89,10,108,6
2012-01-27,66,7,43,5
2012-01-30,56,8,28,5
2012-01-31,79,9,56,7
2012-02-01,129,6,126,7
2012-02-02,158,4,120,7
2012-02-03,237,2,209,3
2012-02-06,96,1,83,1
2012-02-07,78,2,98,1
2012-02-08,100,4,119,2
2012-02-09,97,3,117,4
2012-02-10,42,5,30,8
2012-02-13,94,3,111,3
2012-02-14,75,7,61,2
2012-02-15,97,11,113,2
2012-02-16,108,7,95,3
2012-02-17,116,6,123,3
2012-02-21,87,6,102,3
2012-02-22,55,10,55,2
2012-02-23,86,12,76,2
2012-02-24,97,2,88,2
2012-02-27,82,11,70,3
2012-02-28,76,13,79,5
2012-02-29,61,16,90,9
2012-03-01,76,18,82,4
2012-03-02,59,18,51,15
2012-03-05,47,22,40,17
2012-03-06,25,36,9,26
2012-03-07,34,16,28,12
2012-03-08,70,13,75,7
2012-03-09,116,6,98,3
2012-03-12,83,14,75,10
2012-03-13,153,10,150,5
2012-03-14,136,8,137,11
2012-03-15,116,11,98,10
2012-03-16,132,6,96,4
2012-03-19,149,5,103,3
2012-03-20,64,9,37,11
2012-03-21,91,8,60,6
2012-03-22,57,13,31,16
2012-03-23,68,15,49,9
2012-03-26,198,6,146,10
2012-03-27,173,6,138,8
2012-03-28,83,11,44,18
2012-03-29,70,14,32,24
2012-03-30,107,10,91,10
2012-04-02,112,13,136,9
2012-04-03,106,16,110,20
2012-04-04,37,31,24,44
2012-04-05,58,34,43,34
2012-04-09,28,48,16,50
2012-04-10,27,58,11,60
2012-04-11,32,24,17,25
2012-04-12,47,11,31,11
2012-04-13,57,26,21,28
2012-04-16,58,40,36,46
2012-04-17,76,15,62,18
2012-04-18,53,41,39,36
2012-04-19,71,43,54,39
2012-04-20,63,29,92,29
2012-04-23,42,49,17,69
2012-04-24,49,29,49,23
2012-04-25,87,20,113,13
2012-04-26,97,20,142,14
2012-04-27,143,22,182,12
2012-04-30,99,17,73,11
2012-05-01,123,20,164,9
2012-05-02,91,36,68,24
2012-05-03,88,57,86,36
2012-05-04,45,62,17,43
2012-05-07,45,60,22,42
2012-05-08,50,88,26,65
2012-05-09,43,56,22,64
2012-05-10,62,42,43,27
2012-05-11,50,67,31,38
2012-05-14,34,79,15,77
2012-05-15,39,67,20,107
2012-05-16,37,76,23,115
2012-05-17,20,101,3,129
2012-05-18,8,124,3,117
2012-05-21,17,79,6,52
2012-05-22,26,59,9,38
2012-05-23,22,103,5,98
2012-05-24,21,47,20,41
2012-05-25,23,31,14,23
2012-05-29,47,22,33,19
2012-05-30,24,47,12,53
2012-05-31,28,65,22,105
2012-06-01,12,107,5,140
2012-06-04,13,97,6,135
2012-06-05,20,40,14,41
2012-06-06,34,8,36,15
2012-06-07,43,15,56,17
2012-06-08,41,14,56,17
2012-06-11,66,33,56,47
2012-06-12,31,41,9,47
2012-06-13,30,46,20,45
2012-06-14,36,53,35,55
2012-06-15,60,26,59,27
2012-06-18,86,22,64,36
2012-06-19,106,11,94,7
2012-06-20,76,7,40,4
2012-06-21,46,35,18,29
2012-06-22,66,30,15,30
2012-06-25,38,54,11,77
2012-06-26,55,44,22,66
2012-06-27,75,35,39,22
2012-06-28,44,40,34,34
2012-06-29,135,12,134,5
2012-07-02,165,12,155,4
2012-07-03,176,4,161,2
2012-07-05,132,9,126,5
2012-07-06,54,17,30,5
2012-07-09,77,21,47,9
2012-07-10,91,28,80,25
2012-07-11,67,36,29,23
2012-07-12,49,57,41,51
2012-07-13,104,22,118,13
2012-07-16,65,27,102,27
2012-07-17,92,50,127,38
2012-07-18,99,22,112,20
2012-07-19,82,21,78,18
2012-07-20,39,36,44,35
2012-07-23,12,77,10,84
2012-07-24,13,82,16,82
2012-07-25,20,62,17,66
2012-07-26,42,63,66,55
2012-07-27,86,40,121,29
2012-07-30,67,27,104,11
2012-07-31,49,35,72,20
2012-08-01,38,54,86,34
2012-08-02,26,71,29,58
2012-08-03,56,37,102,18
2012-08-06,62,23,90,9
2012-08-07,70,16,101,10
2012-08-08,63,15,59,9
2012-08-09,54,15,51,4
2012-08-10,31,16,30,3
2012-08-13,35,21,38,12
2012-08-14,56,26,68,13
2012-08-15,49,29,51,8
2012-08-16,78,17,94,3
2012-08-17,92,19,106,4
2012-08-20,89,17,78,5
2012-08-21,105,15,97,5
2012-08-22,33,16,36,12
2012-08-23,37,22,16,9
2012-08-24,51,18,41,11
2012-08-27,59,21,58,15
2012-08-28,53,22,52,21
2012-08-29,65,14,64,20
2012-08-30,32,15,29,25
2012-08-31,56,14,54,17
2012-09-04,98,18,118,24
2012-09-05,100,13,117,26
2012-09-06,171,15,231,9
2012-09-07,139,14,243,9
2012-09-10,96,9,144,9
2012-09-11,92,12,126,12
2012-09-12,94,9,186,9
2012-09-13,188,11,285,4
2012-09-14,222,10,370,1
2012-09-17,89,11,93,3
2012-09-18,89,7,70,3
2012-09-19,117,12,129,3
2012-09-20,97,11,83,5
2012-09-21,187,20,198,4
2012-09-24,128,14,101,7
2012-09-25,140,15,125,11
2012-09-26,45,19,25,18
2012-09-27,103,13,48,7
2012-09-28,81,8,42,5
2012-10-01,126,19,106,10
2012-10-02,94,21,66,15
2012-10-03,121,25,95,13
2012-10-04,122,27,143,10
2012-10-05,156,25,190,2
2012-10-08,58,27,49,4
2012-10-09,45,31,42,10
2012-10-10,43,36,22,21
2012-10-11,60,23,50,6
2012-10-12,31,31,28,11
2012-10-15,47,26,38,12
2012-10-16,90,12,125,9
2012-10-17,95,17,176,6
2012-10-18,95,20,165,8
2012-10-19,45,55,57,25
2012-10-22,37,40,33,25
2012-10-23,23,57,13,32
2012-10-24,34,40,39,29
2012-10-25,44,34,66,28
2012-10-26,45,49,30,28
2012-10-31,74,58,78,35
2012-11-01,85,35,144,26
2012-11-02,71,41,117,34
2012-11-05,39,35,45,29
2012-11-06,60,35,106,18
2012-11-07,25,71,43,61
2012-11-08,31,87,17,60
2012-11-09,17,90,16,87
2012-11-12,22,67,25,71
2012-11-13,22,95,28,93
2012-11-14,17,104,15,127
2012-11-15,12,139,8,151
2012-11-16,15,129,10,126
2012-11-19,23,32,30,19
2012-11-20,26,38,43,31
2012-11-21,27,25,44,27
2012-11-23,33,9,80,15
2012-11-26,52,19,61,3
2012-11-27,56,14,70,10
2012-11-28,37,20,56,17
2012-11-29,70,8,117,6
2012-11-30,54,14,85,6
2012-12-03,60,16,109,8
2012-12-04,27,21,47,9
2012-12-05,44,22,56,13
2012-12-06,38,28,44,12
2012-12-07,44,18,60,17
2012-12-10,50,20,74,17
2012-12-11,78,17,108,13
2012-12-12,65,16,103,10
2012-12-13,32,24,38,13
2012-12-14,30,27,48,13
2012-12-17,43,22,80,13
2012-12-18,83,11,166,6
2012-12-19,95,11,162,10
2012-12-20,85,10,137,10
2012-12-21,43,18,77,11
2012-12-24,39,9,46,11
2012-12-26,34,8,53,13
2012-12-27,35,15,43,16
2012-12-28,33,17,32,13
2012-12-31,65,19,93,15
2013-01-02,214,12,381,5
2013-01-03,135,6,238,3
2013-01-04,125,6,217,1
2013-01-07,103,6,143,6
2013-01-08,93,8,144,4
2013-01-09,133,3,208,3
2013-01-10,154,4,210,4
2013-01-11,125,7,182,1
2013-01-14,127,6,161,2
2013-01-15,105,9,158,1
2013-01-16,95,2,131,5
2013-01-17,138,2,315,2
2013-01-18,133,4,246,3
2013-01-22,197,4,341,3
2013-01-23,154,2,290,4
2013-01-24,194,7,364,7
2013-01-25,188,9,296,8
2013-01-28,196,5,279,10
2013-01-29,158,5,262,5
2013-01-30,125,8,200,5
2013-01-31,138,10,163,6
2013-02-01,245,10,350,6
2013-02-04,121,6,99,5
2013-02-05,138,6,208,6
2013-02-06,141,7,176,5
2013-02-07,139,8,193,6
2013-02-08,175,11,251,3
2013-02-11,135,9,174,7
2013-02-12,169,10,258,6
2013-02-13,193,12,293,6
2013-02-14,183,11,280,14
2013-02-15,181,10,266,22
2013-02-19,226,11,345,12
2013-02-20,178,12,243,30
2013-02-21,52,29,40,36
2013-02-22,100,19,82,12
2013-02-25,108,23,126,20
2013-02-26,49,15,24,27
2013-02-27,101,20,126,11
2013-02-28,113,14,177,20
2013-03-01,100,36,128,39
2013-03-04,149,28,200,32
2013-03-05,239,16,353,19
2013-03-06,192,14,275,21
2013-03-07,178,8,193,2
2013-03-08,240,2,296,3
2013-03-11,189,7,257,4
2013-03-12,146,7,188,3
2013-03-13,144,11,215,5
2013-03-14,215,7,329,5
2013-03-15,207,14,296,8
2013-03-18,106,13,134,10
2013-03-19,117,12,165,14
2013-03-20,171,12,290,12
2013-03-21,108,8,165,10
2013-03-22,123,11,174,6
2013-03-25,180,14,256,14
2013-03-26,160,17,213,7
2013-03-27,119,22,165,13
2013-03-28,205,15,308,7
2013-04-01,132,25,184,19
2013-04-02,127,22,214,19
2013-04-03,54,35,103,35
2013-04-04,33,22,72,34
2013-04-05,39,37,66,29
2013-04-08,69,20,140,9
2013-04-09,83,18,172,7
2013-04-10,145,9,242,5
2013-04-11,165,8,332,6
2013-04-12,86,19,153,23
2013-04-15,49,42,56,66
2013-04-16,52,34,57,38
2013-04-17,31,64,30,73
2013-04-18,27,53,34,43
2013-04-19,52,33,107,18
2013-04-22,64,35,125,30
2013-04-23,109,21,201,7
2013-04-24,98,21,217,5
2013-04-25,139,13,257,4
2013-04-26,89,24,121,8
2013-04-29,124,12,178,4
2013-04-30,130,13,226,9
2013-05-01,101,25,165,12
2013-05-02,92,18,164,11
2013-05-03,211,11,317,11
2013-05-06,146,7,207,9
2013-05-07,191,6,290,5
2013-05-08,180,10,330,5
2013-05-09,150,13,290,5
2013-05-10,174,9,228,6
2013-05-13,156,12,210,9
2013-05-14,238,4,389,8
2013-05-15,264,12,438,18
2013-05-16,199,14,307,25
2013-05-17,224,9,339,19
2013-05-20,246,6,375,17
2013-05-21,191,2,317,12
2013-05-22,221,7,376,9
2013-05-23,43,14,28,14
2013-05-24,69,10,39,9
2013-05-28,225,9,194,13
2013-05-29,91,11,55,22
2013-05-30,141,7,127,9
2013-05-31,125,11,84,14
2013-06-03,143,4,70,19
2013-06-04,143,3,79,14
2013-06-05,45,9,20,23
2013-06-06,71,10,21,22
2013-06-07,128,12,86,13
2013-06-10,159,10,111,20
2013-06-11,91,16,38,37
2013-06-12,103,19,41,37
2013-06-13,84,19,61,28
2013-06-14,82,13,79,16
2013-06-17,116,19,129,9
2013-06-18,167,12,161,13
2013-06-19,124,11,114,39
2013-06-20,40,31,12,110
2013-06-21,57,33,32,83
2013-06-24,53,52,22,138
2013-06-25,73,28,34,30
2013-06-26,96,24,54,41
2013-06-27,122,16,83,16
2013-06-28,151,20,87,9
2013-07-01,235,7,160,4
2013-07-02,183,11,117,15
2013-07-03,111,13,49,31
2013-07-05,304,12,199,50
2013-07-08,362,5,263,12
2013-07-09,306,9,271,9
2013-07-10,233,7,192,16
2013-07-11,385,5,347,6
2013-07-12,298,4,247,8
2013-07-15,340,10,295,4
2013-07-16,259,6,182,4
2013-07-17,269,8,167,3
2013-07-18,334,7,309,7
2013-07-19,217,6,245,4
2013-07-22,275,3,315,5
2013-07-23,264,3,249,2
2013-07-24,239,5,188,2
2013-07-25,219,8,158,9
2013-07-26,152,6,105,8
2013-07-29,104,7,88,12
2013-07-30,123,8,118,13
2013-07-31,174,10,197,16
2013-08-01,287,7,381,13
2013-08-02,225,11,195,14
2013-08-05,220,3,189,15
2013-08-06,145,6,119,30
2013-08-07,97,16,58,30
2013-08-08,131,19,151,22
2013-08-09,110,16,126,17
2013-08-12,104,18,111,13
2013-08-13,122,18,137,21
2013-08-14,115,16,104,29
2013-08-15,35,31,22,45
2013-08-16,45,23,28,49
2013-08-19,49,27,17,80
2013-08-20,53,28,27,42
2013-08-21,59,21,28,44
2013-08-22,85,12,66,20
2013-08-23,94,14,61,10
2013-08-26,113,12,90,4
2013-08-27,32,22,14,31
2013-08-28,32,25,26,31
2013-08-29,60,18,26,18
2013-08-30,40,22,16,32
2013-09-03,88,18,47,37
2013-09-04,83,19,67,18
2013-09-05,115,10,86,16
2013-09-06,97,13,98,15
2013-09-09,132,10,139,6
2013-09-10,190,6,201,6
2013-09-11,155,8,159,12
2013-09-12,121,8,119,12
2013-09-13,95,9,86,13
2013-09-16,181,12,226,11
2013-09-17,137,13,150,14
2013-09-18,214,13,302,10
2013-09-19,216,10,318,4
2013-09-20,179,12,171,12
2013-09-23,127,15,78,18
2013-09-24,161,13,137,15
2013-09-25,154,7,103,8
2013-09-26,135,11,114,13
2013-09-27,90,12,69,15
2013-09-30,104,15,69,17
2013-10-01,198,13,197,8
2013-10-02,170,12,111,12
2013-10-03,115,15,100,18
2013-10-04,124,14,135,20
2013-10-07,76,15,43,18
2013-10-08,54,26,38,28
2013-10-09,29,39,23,32
2013-10-10,93,10,103,4
2013-10-11,152,11,171,11
2013-10-14,193,13,180,8
2013-10-15,145,8,157,10
2013-10-16,206,8,250,3
2013-10-17,237,14,299,5
2013-10-18,358,10,436,2
2013-10-21,328,7,337,3
2013-10-22,274,18,401,3
